student_id,age,gender,course,study_hours,class_attendance,internet_access,sleep_hours,sleep_quality,study_method,facility_rating,exam_difficulty,exam_score,exam_score_class
3865,22,female,diploma,4.84,42.3,yes,4.1,poor,group study,high,easy,52.8,medium
3866,23,male,bca,0.6,41.3,yes,6.7,average,online videos,medium,moderate,20.0,low
3867,21,female,b.com,1.53,99.4,no,9.2,poor,mixed,medium,moderate,53.5,medium
3868,23,female,b.sc,5.89,63.8,yes,7.9,average,online videos,high,moderate,74.3,medium
3869,18,other,b.tech,5.85,76.1,yes,4.3,good,coaching,high,moderate,85.9,high
3870,22,other,b.sc,2.92,96.9,yes,5.0,average,coaching,high,easy,75.0,medium
3871,17,female,b.tech,1.19,97.3,yes,8.4,good,coaching,medium,hard,88.0,high
3872,17,female,bca,4.29,45.8,yes,6.7,poor,mixed,medium,moderate,46.6,low
3873,23,male,bba,2.21,78.1,yes,8.3,good,mixed,medium,easy,53.2,medium
3874,20,other,b.tech,0.77,99.4,yes,9.4,average,group study,medium,moderate,60.3,medium
3875,21,other,diploma,2.77,50.8,yes,8.4,good,coaching,medium,easy,65.1,medium
3876,21,other,b.sc,6.01,79.8,yes,7.9,poor,coaching,low,easy,66.9,medium
3877,22,female,bba,2.83,86.4,yes,9.1,poor,self-study,high,moderate,70.7,medium
3878,18,female,b.tech,0.33,44.5,yes,6.6,average,mixed,low,moderate,19.599,low
3879,18,other,bba,0.96,63.2,no,7.9,average,group study,high,hard,55.9,medium
3880,17,other,ba,4.77,52.3,yes,8.9,good,online videos,medium,hard,77.9,high
3881,23,male,diploma,4.18,43.4,yes,9.2,good,mixed,high,moderate,88.7,high
3882,18,female,bba,5.4,46.0,yes,6.2,good,online videos,low,hard,56.4,medium
3883,21,female,ba,4.57,60.5,yes,6.0,good,coaching,low,easy,69.6,medium
3884,20,female,ba,3.98,74.8,yes,5.3,good,self-study,medium,moderate,64.6,medium
3885,18,female,bba,3.8,97.2,yes,9.2,average,group study,medium,moderate,66.5,medium
3886,20,male,b.com,7.69,96.1,yes,7.5,good,self-study,medium,moderate,97.9,high
3887,17,female,bba,6.9,92.3,yes,7.4,poor,coaching,medium,easy,93.6,high
3888,18,male,ba,3.06,86.3,yes,5.4,poor,group study,medium,easy,57.2,medium
3889,18,male,diploma,5.23,42.4,yes,6.1,poor,self-study,low,moderate,55.1,medium
3890,23,male,b.sc,0.16,64.3,yes,4.5,good,group study,medium,moderate,44.3,low
3891,21,female,bca,0.17,86.8,yes,5.9,average,online videos,high,hard,44.5,low
3892,24,female,bca,2.55,98.0,yes,9.8,poor,coaching,low,moderate,50.1,medium
3893,20,female,bca,6.04,67.7,no,7.7,good,self-study,high,easy,96.4,high
3894,18,male,diploma,7.4,82.1,yes,8.1,poor,online videos,medium,moderate,69.6,medium
3895,21,other,ba,5.46,99.4,no,7.7,poor,coaching,high,easy,91.5,high
3896,24,female,ba,5.65,77.4,no,7.9,average,online videos,high,moderate,63.4,medium
3897,21,female,b.sc,0.26,86.7,yes,9.5,poor,coaching,low,easy,42.3,low
3898,17,female,b.com,7.44,98.0,yes,9.6,average,online videos,medium,moderate,95.8,high
3899,19,female,b.sc,0.69,82.6,yes,4.3,average,coaching,high,moderate,56.1,medium
3900,24,female,bca,7.58,47.9,yes,5.6,good,self-study,low,easy,60.8,medium
3901,21,other,bca,1.13,98.7,yes,5.0,poor,online videos,low,moderate,56.5,medium
3902,24,other,b.sc,0.27,88.2,yes,9.5,average,coaching,medium,moderate,52.1,medium
3903,21,other,bca,4.51,55.9,no,8.8,average,group study,medium,moderate,72.8,medium
3904,17,female,b.com,0.91,99.2,yes,9.6,average,mixed,medium,easy,55.2,medium
3905,23,female,bca,0.23,44.8,yes,4.2,poor,group study,high,hard,21.2,low
3906,23,male,diploma,5.34,96.4,yes,7.6,average,coaching,high,hard,100.0,high
3907,22,female,bca,5.91,90.5,yes,4.3,average,self-study,medium,easy,75.1,high
3908,24,other,b.sc,2.34,56.5,yes,5.0,poor,online videos,high,hard,22.8,low
3909,18,male,b.sc,4.27,91.6,yes,8.9,good,self-study,medium,easy,77.0,high
3910,24,other,b.tech,4.69,43.6,yes,7.8,good,online videos,high,moderate,64.4,medium
3911,18,other,bca,1.29,97.1,yes,7.2,good,coaching,high,moderate,67.1,medium
3912,24,female,ba,3.52,76.3,no,4.2,poor,online videos,high,hard,41.5,low
3913,18,female,b.sc,5.1,71.3,no,5.7,good,online videos,high,easy,67.3,medium
3914,21,other,bba,7.09,99.4,yes,6.1,poor,mixed,medium,moderate,100.0,high
3915,23,male,ba,3.35,41.6,yes,6.6,average,coaching,low,easy,44.5,low
3916,17,male,bba,5.59,70.7,yes,4.8,average,online videos,high,moderate,73.2,medium
3917,17,male,bba,4.01,84.1,yes,5.5,poor,self-study,low,moderate,46.9,low
3918,23,other,b.sc,5.66,46.7,no,8.0,average,group study,low,moderate,48.4,low
3919,17,female,b.com,6.31,40.9,no,7.8,average,mixed,low,hard,59.4,medium
3920,21,male,bca,4.24,76.9,yes,6.1,average,self-study,high,moderate,73.6,medium
3921,24,male,diploma,0.49,60.3,yes,6.1,good,online videos,low,easy,45.8,low
3922,21,female,b.sc,7.0,68.9,yes,8.9,good,mixed,medium,hard,85.1,high
3923,20,female,ba,4.81,77.3,yes,5.7,average,group study,low,moderate,57.9,medium
3924,20,male,diploma,4.81,63.2,yes,4.4,poor,coaching,low,hard,81.2,high
3925,22,male,bba,4.08,52.9,yes,5.9,average,coaching,high,hard,70.8,medium
3926,21,other,b.sc,1.39,54.3,yes,4.9,average,online videos,high,hard,50.2,medium
3927,21,other,bba,3.89,51.2,yes,5.7,poor,online videos,medium,easy,52.4,medium
3928,18,male,b.tech,4.29,83.0,yes,5.9,poor,coaching,low,hard,79.8,high
3929,22,female,ba,3.07,48.1,yes,5.2,good,self-study,low,hard,43.6,low
3930,22,male,ba,1.19,98.3,yes,5.8,good,mixed,medium,moderate,62.9,medium
3931,22,female,b.tech,6.1,40.6,yes,7.8,average,self-study,medium,hard,59.2,medium
3932,17,male,b.sc,3.65,58.2,yes,7.4,average,mixed,low,moderate,42.3,low
3933,22,other,diploma,5.61,88.2,yes,4.4,poor,self-study,medium,easy,62.2,medium
3934,22,other,bba,0.38,45.4,yes,5.8,poor,online videos,medium,moderate,19.599,low
3935,18,other,ba,4.04,75.3,no,6.7,average,online videos,high,easy,57.2,medium
3936,23,male,b.sc,0.59,57.4,no,4.2,poor,group study,low,easy,27.2,low
3937,21,other,b.tech,5.87,97.9,yes,9.8,good,group study,medium,moderate,100.0,high
3938,20,female,b.com,4.65,53.1,yes,5.4,good,online videos,low,easy,45.0,low
3939,22,male,ba,3.61,44.3,yes,7.9,good,coaching,high,moderate,75.8,high
3940,21,male,b.sc,7.78,76.8,yes,4.7,good,mixed,low,moderate,84.1,high
3941,21,other,bca,2.61,62.6,no,6.3,average,mixed,high,easy,54.7,medium
3942,19,other,ba,3.38,94.2,yes,4.1,good,self-study,medium,moderate,74.5,medium
3943,24,other,b.tech,5.9,94.9,yes,4.8,poor,group study,medium,moderate,78.2,high
3944,24,male,b.tech,4.2,87.7,yes,4.8,average,online videos,medium,easy,51.4,medium
3945,18,female,diploma,5.27,47.7,yes,7.8,poor,group study,medium,hard,54.7,medium
3946,22,other,b.com,7.81,79.5,yes,4.1,poor,mixed,low,hard,72.9,medium
3947,17,male,b.com,5.57,45.5,yes,6.0,poor,online videos,low,hard,58.4,medium
3948,19,male,b.sc,1.21,41.5,yes,5.1,poor,self-study,medium,moderate,34.7,low
3949,24,male,bca,1.67,51.8,no,8.0,good,coaching,low,moderate,57.6,medium
3950,18,male,bca,6.96,69.7,yes,4.2,average,group study,low,moderate,69.4,medium
3951,20,other,b.sc,0.38,67.1,yes,7.7,poor,group study,medium,hard,24.9,low
3952,18,male,bca,4.07,86.6,yes,7.5,average,group study,medium,moderate,61.7,medium
3953,22,male,ba,7.25,71.4,yes,4.7,average,coaching,high,moderate,89.3,high
3954,20,male,b.sc,6.21,55.9,yes,8.2,good,group study,low,moderate,75.2,high
3955,21,other,bca,0.93,48.4,yes,5.3,good,coaching,low,moderate,38.8,low
3956,24,female,b.tech,5.92,74.2,yes,4.6,poor,self-study,medium,moderate,76.4,high
3957,21,other,diploma,3.06,80.5,yes,4.4,average,group study,high,moderate,67.6,medium
3958,22,male,b.tech,7.21,52.8,no,9.8,average,online videos,low,moderate,91.2,high
3959,17,female,b.com,4.58,77.9,yes,5.7,poor,coaching,medium,moderate,56.6,medium
3960,18,other,b.sc,4.39,91.6,yes,9.1,average,group study,high,hard,86.4,high
3961,24,other,b.sc,0.08,54.5,no,7.2,good,online videos,medium,hard,48.2,low
3962,23,female,ba,2.0,89.2,yes,9.1,average,self-study,high,moderate,52.2,medium
3963,22,male,bca,3.3,97.0,yes,8.8,good,mixed,high,moderate,84.3,high
3964,20,male,b.com,5.79,96.2,yes,5.6,average,mixed,low,moderate,78.3,high
3965,18,female,ba,4.16,48.5,yes,6.9,poor,coaching,low,moderate,51.8,medium
3966,23,female,diploma,6.82,42.9,yes,5.3,good,online videos,medium,easy,59.5,medium
3967,23,male,ba,0.27,83.6,yes,6.2,poor,self-study,high,moderate,35.5,low
3968,18,male,bca,2.58,62.9,no,9.8,average,group study,low,moderate,43.6,low
3969,21,female,b.com,4.78,50.7,yes,6.4,poor,mixed,high,easy,69.4,medium
3970,21,male,b.tech,5.27,66.8,yes,4.7,good,self-study,medium,easy,82.0,high
3971,20,female,b.sc,4.02,72.6,no,7.2,good,mixed,low,moderate,57.2,medium
3972,24,male,b.sc,3.19,49.7,yes,8.3,poor,mixed,high,moderate,61.0,medium
3973,17,male,diploma,0.57,42.3,yes,6.0,good,mixed,high,hard,42.6,low
3974,19,male,b.tech,5.57,86.9,yes,6.8,average,mixed,medium,hard,82.6,high
3975,17,female,bca,7.23,67.4,yes,8.9,average,group study,high,hard,82.6,high
3976,22,male,b.tech,6.47,54.7,yes,5.9,average,group study,low,hard,57.6,medium
3977,22,female,b.sc,5.61,97.3,yes,9.2,average,self-study,high,easy,100.0,high
3978,24,other,ba,5.07,85.5,yes,8.6,poor,mixed,low,moderate,64.5,medium
3979,21,other,b.tech,6.18,64.2,yes,8.6,poor,group study,high,easy,81.9,high
3980,18,other,b.tech,6.21,56.4,yes,9.3,good,online videos,low,moderate,80.5,high
3981,20,other,bca,0.08,83.8,yes,7.7,poor,mixed,medium,moderate,40.0,low
3982,17,other,b.tech,2.86,83.5,yes,6.6,good,self-study,low,easy,63.6,medium
3983,22,other,bba,6.94,93.0,yes,9.2,poor,group study,low,moderate,77.2,high
3984,22,male,b.tech,6.81,40.8,no,7.6,average,online videos,high,moderate,76.2,high
3985,23,female,b.tech,5.68,77.8,yes,5.8,good,coaching,medium,moderate,67.8,medium
3986,19,other,bba,2.47,56.9,no,5.3,poor,mixed,high,easy,41.3,low
3987,19,other,b.com,6.38,98.5,no,6.2,average,online videos,low,moderate,79.9,high
3988,17,female,b.tech,1.85,41.5,yes,8.5,good,online videos,high,moderate,33.1,low
3989,20,male,bba,1.79,69.2,yes,5.3,good,coaching,high,easy,50.6,medium
3990,20,male,diploma,4.29,82.6,yes,8.0,average,coaching,medium,easy,61.3,medium
3991,23,female,ba,4.57,85.1,yes,6.6,good,mixed,low,moderate,79.0,high
3992,23,other,b.com,2.81,78.0,yes,5.0,poor,coaching,medium,hard,43.8,low
3993,18,female,bca,4.83,68.3,yes,7.9,good,mixed,medium,moderate,64.0,medium
3994,19,male,b.com,5.67,94.6,no,9.9,poor,group study,high,moderate,78.0,high
3995,21,other,bba,1.44,74.6,yes,4.2,good,mixed,high,hard,63.2,medium
3996,19,female,ba,2.31,71.3,yes,7.8,good,online videos,low,moderate,24.2,low
3997,17,female,bca,5.6,91.4,yes,4.9,good,mixed,low,moderate,74.4,medium
3998,23,other,ba,7.42,66.6,yes,4.2,average,group study,high,moderate,91.0,high
3999,22,female,ba,7.08,76.5,yes,5.2,average,mixed,high,moderate,77.1,high
4000,21,female,b.com,1.04,59.7,yes,4.9,good,group study,medium,moderate,44.5,low
4001,19,other,b.com,4.56,52.7,yes,5.6,good,online videos,high,hard,69.5,medium
4002,23,female,ba,6.4,67.6,yes,7.7,average,group study,low,hard,56.0,medium
4003,17,female,b.tech,1.9,60.2,yes,9.3,good,group study,medium,moderate,50.1,medium
4004,20,female,b.com,5.15,42.3,yes,4.5,good,coaching,low,moderate,57.1,medium
4005,23,other,b.tech,3.42,69.2,yes,5.4,good,online videos,medium,easy,60.5,medium
4006,24,male,b.com,5.3,79.4,no,4.1,poor,coaching,medium,moderate,76.0,high
4007,19,male,b.com,0.26,43.1,yes,7.0,poor,self-study,high,easy,29.1,low
4008,22,other,b.tech,2.5,74.0,yes,6.2,good,online videos,medium,moderate,62.1,medium
4009,18,female,b.com,2.46,58.6,yes,9.5,good,group study,medium,easy,48.0,low
4010,17,male,bba,3.35,42.4,no,4.8,average,coaching,low,moderate,45.2,low
4011,19,female,diploma,0.92,45.8,yes,7.0,good,group study,low,moderate,42.0,low
4012,24,male,bba,3.49,83.0,yes,9.0,good,coaching,low,moderate,79.3,high
4013,22,female,bba,4.33,72.3,yes,8.3,good,online videos,low,easy,49.0,low
4014,20,male,bba,0.21,97.4,no,7.7,average,group study,low,moderate,47.7,low
4015,19,female,diploma,2.41,80.9,yes,8.1,poor,coaching,medium,moderate,46.3,low
4016,18,other,diploma,1.42,97.8,yes,9.0,poor,online videos,medium,easy,40.0,low
4017,19,male,b.tech,7.78,57.1,yes,6.8,good,self-study,medium,moderate,92.1,high
4018,18,other,ba,1.04,74.9,yes,6.9,average,self-study,medium,moderate,50.7,medium
4019,18,male,diploma,5.02,73.5,yes,4.7,good,group study,medium,moderate,62.8,medium
4020,22,female,diploma,3.21,71.4,no,9.8,good,self-study,medium,moderate,65.0,medium
4021,18,other,ba,2.3,93.8,yes,9.5,good,group study,medium,moderate,72.4,medium
4022,17,other,ba,6.83,71.7,no,8.0,average,coaching,high,easy,83.3,high
4023,21,male,b.tech,5.31,55.8,yes,7.1,average,self-study,medium,moderate,39.3,low
4024,19,male,ba,4.96,82.1,yes,7.5,good,group study,medium,moderate,79.5,high
4025,20,other,ba,0.75,55.9,yes,5.0,good,self-study,low,hard,47.2,low
4026,18,other,bba,2.07,45.0,yes,8.1,good,coaching,low,moderate,44.7,low
4027,18,female,ba,2.21,75.3,yes,8.4,poor,online videos,low,hard,43.6,low
4028,20,male,b.sc,3.48,48.2,yes,7.7,good,self-study,high,moderate,68.7,medium
4029,22,female,diploma,7.37,82.9,yes,4.1,poor,online videos,low,moderate,85.2,high
4030,20,female,b.sc,3.23,66.3,yes,4.5,average,group study,medium,moderate,55.2,medium
4031,21,female,b.com,2.62,92.0,no,4.9,average,online videos,medium,hard,51.3,medium
4032,21,male,ba,0.57,64.3,yes,8.3,average,online videos,high,easy,44.6,low
4033,19,male,b.com,3.08,63.8,yes,6.6,good,coaching,medium,moderate,62.2,medium
4034,19,other,b.tech,0.42,65.7,yes,8.9,average,coaching,medium,easy,45.1,low
4035,20,male,bba,2.92,82.8,yes,9.8,average,mixed,low,moderate,67.9,medium
4036,17,other,b.sc,7.74,49.3,yes,7.1,average,self-study,high,moderate,82.3,high
4037,22,female,diploma,4.45,60.5,yes,5.9,good,mixed,medium,hard,70.9,medium
4038,21,female,bca,1.67,56.1,yes,7.5,poor,group study,low,hard,31.1,low
4039,19,other,b.com,2.39,63.3,yes,6.0,good,group study,medium,moderate,67.0,medium
4040,19,male,ba,4.57,94.7,yes,6.4,poor,coaching,low,hard,63.1,medium
4041,19,other,diploma,0.15,77.9,yes,4.4,average,online videos,medium,moderate,19.599,low
4042,22,male,b.tech,7.2,70.2,no,6.0,average,group study,medium,hard,72.3,medium
4043,23,female,b.com,4.63,47.7,yes,9.8,good,coaching,medium,moderate,77.9,high
4044,17,female,b.tech,3.94,74.6,yes,8.5,average,group study,medium,easy,62.5,medium
4045,20,female,b.tech,5.73,87.9,yes,9.6,good,group study,high,moderate,80.0,high
4046,17,male,diploma,1.6,61.7,yes,5.9,good,group study,medium,moderate,60.1,medium
4047,20,other,b.tech,0.17,94.2,yes,5.3,poor,online videos,high,easy,21.9,low
4048,18,male,diploma,4.92,61.1,yes,4.4,good,self-study,medium,moderate,60.8,medium
4049,19,female,bca,1.28,49.6,no,7.3,poor,online videos,high,moderate,35.1,low
4050,20,female,bba,0.1,89.7,yes,8.9,average,coaching,high,easy,82.6,high
4051,19,female,bca,7.43,73.9,yes,9.9,good,coaching,low,easy,100.0,high
4052,20,female,b.sc,6.31,71.0,yes,5.2,poor,self-study,high,hard,74.7,medium
4053,23,other,b.tech,0.91,95.5,yes,4.4,poor,mixed,low,easy,63.6,medium
4054,23,other,b.com,7.17,89.5,yes,6.7,good,online videos,high,moderate,100.0,high
4055,17,male,bca,0.54,99.4,yes,6.4,average,group study,high,moderate,62.7,medium
4056,20,female,b.com,6.42,81.5,yes,7.7,poor,group study,medium,hard,70.7,medium
4057,23,female,b.sc,3.32,74.8,yes,7.5,average,online videos,high,easy,75.6,high
4058,21,female,bca,4.15,72.3,yes,7.5,good,mixed,high,easy,65.7,medium
4059,18,other,bba,5.35,61.4,no,9.8,poor,mixed,medium,hard,62.1,medium
4060,21,female,ba,0.79,50.9,yes,8.9,poor,self-study,low,hard,43.3,low
4061,18,female,b.com,7.26,89.5,yes,7.0,poor,mixed,low,hard,81.0,high
4062,17,male,bca,1.15,40.6,yes,5.2,average,mixed,high,easy,39.7,low
4063,22,female,bca,7.53,93.3,no,9.0,poor,coaching,medium,moderate,100.0,high
4064,21,female,b.com,0.73,55.7,yes,4.3,good,self-study,high,easy,32.7,low
4065,23,female,b.tech,1.38,54.4,yes,6.2,good,group study,high,moderate,48.2,low
4066,19,other,diploma,0.46,40.6,no,6.0,poor,online videos,low,moderate,19.599,low
4067,23,male,b.tech,3.18,61.6,yes,4.2,poor,group study,high,hard,56.1,medium
4068,20,male,ba,4.73,45.3,no,6.1,poor,online videos,medium,moderate,57.6,medium
4069,22,female,diploma,5.0,51.1,yes,5.2,average,online videos,low,easy,56.2,medium
4070,17,male,b.com,6.63,81.3,yes,7.8,poor,online videos,high,hard,72.2,medium
4071,17,other,bca,4.23,64.9,yes,5.8,good,online videos,high,easy,71.5,medium
4072,23,other,ba,4.08,40.7,yes,9.6,good,group study,medium,easy,52.7,medium
4073,23,female,bca,2.61,59.0,yes,8.4,good,group study,medium,moderate,42.0,low
4074,24,female,bba,5.21,40.6,no,4.8,average,self-study,low,moderate,58.6,medium
4075,19,male,b.sc,7.27,94.9,yes,8.7,average,self-study,high,hard,95.6,high
4076,17,female,diploma,2.84,91.6,yes,9.6,poor,coaching,low,moderate,60.8,medium
4077,24,other,ba,2.85,61.2,yes,4.3,good,mixed,medium,moderate,61.2,medium
4078,21,other,ba,2.75,54.4,yes,6.4,average,coaching,high,moderate,46.6,low
4079,18,other,bba,1.82,46.4,yes,9.4,good,coaching,medium,easy,65.7,medium
4080,23,female,diploma,4.53,82.3,yes,5.0,good,group study,high,easy,80.7,high
4081,24,female,diploma,0.84,47.2,no,8.9,poor,mixed,medium,hard,19.9,low
4082,19,male,b.com,6.68,80.2,yes,4.8,poor,group study,medium,moderate,84.6,high
4083,23,other,b.sc,1.1,55.5,yes,5.5,good,coaching,high,hard,77.2,high
4084,23,other,b.com,1.39,83.8,yes,8.0,poor,mixed,high,moderate,68.1,medium
4085,21,female,b.sc,0.55,63.6,yes,4.2,good,self-study,medium,moderate,50.0,medium
4086,22,other,b.com,3.05,48.2,yes,8.7,average,self-study,low,hard,43.3,low
4087,19,male,ba,6.06,56.6,yes,8.0,poor,group study,low,moderate,42.5,low
4088,24,male,b.tech,7.28,81.4,yes,9.7,good,mixed,high,moderate,99.6,high
4089,24,female,ba,3.47,81.1,no,4.1,good,self-study,high,easy,62.7,medium
4090,24,male,bca,1.88,75.8,yes,5.2,poor,self-study,medium,easy,38.4,low
4091,22,male,ba,5.81,59.4,yes,6.5,average,coaching,low,moderate,66.6,medium
4092,17,other,b.tech,5.51,78.1,yes,8.3,poor,online videos,high,hard,76.2,high
4093,19,female,b.com,5.45,42.5,yes,6.9,poor,mixed,medium,hard,51.7,medium
4094,20,female,b.com,3.55,76.3,yes,4.7,average,group study,low,easy,44.9,low
4095,24,other,bba,4.52,86.9,yes,4.3,average,mixed,high,moderate,70.9,medium
4096,21,female,b.sc,0.5,48.3,yes,6.1,good,self-study,high,moderate,37.0,low
4097,21,female,b.com,2.0,89.0,yes,5.0,poor,mixed,medium,moderate,45.5,low
4098,18,female,bca,7.42,94.3,yes,5.1,poor,group study,medium,easy,95.5,high
4099,23,female,b.sc,0.33,97.5,yes,5.8,poor,group study,medium,moderate,46.6,low
4100,19,other,diploma,2.41,41.8,yes,7.5,average,coaching,medium,moderate,57.7,medium
4101,17,female,b.com,1.81,93.7,yes,8.7,average,mixed,low,easy,67.2,medium
4102,24,female,bca,1.04,43.8,yes,5.2,poor,online videos,high,easy,25.1,low
4103,18,female,b.tech,7.39,62.8,no,6.6,good,mixed,low,hard,99.9,high
4104,17,male,b.com,1.01,72.9,yes,8.3,good,online videos,high,moderate,61.6,medium
4105,17,male,b.com,3.91,53.3,yes,9.2,average,self-study,medium,moderate,61.2,medium
4106,20,male,ba,6.72,60.7,yes,5.3,poor,coaching,high,moderate,66.7,medium
4107,17,male,b.tech,0.08,94.5,yes,9.0,average,online videos,high,easy,42.5,low
4108,23,female,b.sc,0.87,50.5,yes,6.6,average,online videos,high,easy,43.2,low
4109,21,other,diploma,2.74,72.3,no,7.9,poor,self-study,high,easy,42.2,low
4110,19,other,diploma,1.18,89.6,no,6.8,poor,group study,high,easy,44.9,low
4111,17,other,ba,1.46,54.5,yes,8.5,poor,group study,high,hard,43.2,low
4112,20,female,b.tech,4.73,96.1,yes,8.3,average,online videos,medium,moderate,72.1,medium
4113,18,male,b.sc,1.37,98.8,no,7.1,average,online videos,low,moderate,58.1,medium
4114,24,female,diploma,5.11,56.0,yes,9.7,good,coaching,medium,hard,89.4,high
4115,19,other,diploma,7.32,68.4,yes,9.4,average,mixed,low,moderate,72.5,medium
4116,20,other,bca,1.84,40.7,yes,6.0,good,mixed,low,moderate,36.1,low
4117,17,other,diploma,1.7,97.6,yes,4.7,good,mixed,high,easy,62.5,medium
4118,18,female,bba,0.09,48.2,yes,4.9,poor,online videos,high,hard,22.5,low
4119,18,female,bba,0.12,65.7,yes,5.6,poor,coaching,low,hard,36.6,low
4120,17,female,bca,3.17,80.4,no,7.9,good,online videos,high,easy,43.6,low
4121,22,male,bba,3.91,79.0,yes,5.1,good,online videos,low,easy,60.5,medium
4122,24,male,b.com,1.46,79.2,yes,7.4,average,group study,low,moderate,21.1,low
4123,24,male,bba,2.58,41.0,yes,8.5,poor,online videos,high,moderate,48.0,low
4124,19,other,b.com,1.12,84.1,yes,5.2,average,group study,low,easy,37.3,low
4125,23,male,bba,5.45,84.8,no,5.8,poor,mixed,medium,moderate,72.7,medium
4126,21,other,b.com,3.14,72.7,no,4.3,average,self-study,medium,moderate,48.1,low
4127,17,female,ba,5.87,83.9,yes,4.7,good,group study,low,moderate,83.9,high
4128,17,other,b.sc,4.4,40.6,no,6.2,poor,group study,high,hard,43.5,low
4129,21,male,diploma,3.02,50.0,no,5.6,good,coaching,high,easy,60.3,medium
4130,20,male,bca,5.01,44.5,yes,5.3,good,group study,low,moderate,62.5,medium
4131,17,male,b.tech,0.08,58.8,yes,6.0,average,mixed,low,easy,51.8,medium
4132,24,female,ba,5.52,52.2,yes,4.7,good,mixed,low,hard,56.9,medium
4133,22,female,ba,2.97,51.2,yes,8.4,good,self-study,high,moderate,68.5,medium
4134,21,male,diploma,4.11,65.2,yes,7.6,poor,self-study,high,hard,45.6,low
4135,24,other,bca,4.19,77.4,yes,5.6,poor,online videos,high,moderate,53.0,medium
4136,24,other,diploma,4.47,72.6,no,4.8,poor,self-study,low,easy,66.7,medium
4137,24,male,ba,5.62,90.2,yes,4.3,poor,group study,high,hard,74.6,medium
4138,19,male,b.sc,0.89,63.6,yes,8.1,average,coaching,high,moderate,54.0,medium
4139,24,other,bca,3.91,64.5,no,5.3,poor,coaching,medium,moderate,55.1,medium
4140,21,female,b.sc,0.67,40.6,yes,6.6,good,coaching,high,hard,41.5,low
4141,22,other,bba,1.87,85.6,yes,7.5,poor,online videos,low,moderate,39.5,low
4142,23,other,b.com,1.51,76.1,yes,6.1,average,group study,low,moderate,54.8,medium
4143,18,other,b.com,4.79,47.5,yes,4.2,good,mixed,low,hard,47.7,low
4144,20,male,b.tech,4.85,51.5,yes,7.1,average,self-study,high,easy,50.3,medium
4145,18,female,bca,6.65,50.3,yes,9.6,good,online videos,high,moderate,73.2,medium
4146,19,female,bba,4.17,64.5,yes,4.8,poor,coaching,high,moderate,60.3,medium
4147,20,other,b.com,5.96,42.3,yes,6.3,good,coaching,low,moderate,51.1,medium
4148,23,male,bca,7.11,86.7,yes,5.9,good,online videos,low,easy,73.2,medium
4149,23,male,diploma,1.07,59.1,yes,5.4,average,online videos,high,moderate,43.3,low
4150,20,female,bca,5.77,95.1,no,7.8,average,coaching,medium,hard,93.1,high
4151,19,other,diploma,2.62,56.3,no,6.2,average,coaching,low,moderate,63.5,medium
4152,21,other,ba,2.22,62.0,yes,5.9,average,self-study,medium,hard,46.4,low
4153,24,female,b.com,7.7,95.3,yes,5.0,poor,online videos,low,easy,85.3,high
4154,24,female,bca,1.65,50.1,yes,6.2,average,self-study,high,easy,53.3,medium
4155,18,male,bba,7.32,90.7,yes,9.9,poor,coaching,medium,easy,91.9,high
4156,18,other,bba,6.59,49.1,yes,9.2,good,mixed,medium,hard,90.9,high
4157,22,male,bba,7.03,69.7,yes,4.6,average,coaching,high,moderate,92.9,high
4158,19,male,diploma,4.69,92.4,yes,7.8,poor,mixed,low,easy,66.2,medium
4159,18,female,bba,4.68,49.6,yes,6.9,average,group study,medium,moderate,65.9,medium
4160,17,female,bca,3.22,42.2,yes,8.1,good,self-study,medium,easy,36.8,low
4161,20,female,b.tech,3.21,54.4,no,9.6,average,coaching,low,moderate,57.8,medium
4162,20,other,bca,6.81,55.7,yes,4.5,good,online videos,low,moderate,67.9,medium
4163,21,male,b.com,3.1,64.4,yes,7.3,poor,self-study,high,moderate,60.4,medium
4164,18,other,b.tech,3.89,84.6,yes,4.4,average,coaching,low,easy,66.1,medium
4165,22,male,b.sc,7.91,42.9,yes,6.2,poor,group study,high,easy,77.4,high
4166,22,male,bca,2.83,74.3,yes,6.7,good,online videos,low,easy,64.3,medium
4167,20,male,bca,6.58,83.5,yes,4.5,good,online videos,medium,hard,81.1,high
4168,18,other,b.com,2.22,88.4,yes,5.5,average,group study,high,hard,41.4,low
4169,21,other,b.sc,0.2,98.0,no,7.4,good,mixed,high,moderate,61.6,medium
4170,22,other,b.com,4.75,89.5,yes,5.4,good,self-study,medium,easy,61.9,medium
4171,19,male,b.com,3.83,46.2,yes,8.3,good,mixed,medium,easy,62.9,medium
4172,19,other,ba,6.29,50.5,yes,8.0,poor,online videos,medium,moderate,65.2,medium
4173,21,male,bca,0.08,83.2,yes,7.0,average,coaching,high,easy,66.7,medium
4174,19,female,b.com,0.56,52.7,yes,7.4,poor,coaching,medium,moderate,38.2,low
4175,20,other,b.sc,6.88,54.8,no,5.9,poor,coaching,medium,hard,72.2,medium
4176,19,male,b.tech,3.85,91.0,no,7.3,poor,group study,high,easy,60.8,medium
4177,19,male,bba,4.05,67.7,no,5.9,poor,self-study,high,easy,57.8,medium
4178,22,male,b.sc,1.8,63.8,yes,9.4,good,coaching,low,hard,69.6,medium
4179,20,other,b.sc,7.41,68.2,yes,4.5,good,coaching,low,easy,75.0,medium
